43900_G.pthheat: 0.0000, Adjust_PSNR: 26.5849, Adjust_LPIPS: 0.1278, Adjust_SSIM: 0.8576, PSNR: 23.7562, LPIPS: 0.1310, SSIM: 0.8466
44000_G.pthheat: 0.0000, Adjust_PSNR: 26.6932, Adjust_LPIPS: 0.1270, Adjust_SSIM: 0.8600, PSNR: 23.3229, LPIPS: 0.1317, SSIM: 0.8470
44100_G.pthheat: 0.0000, Adjust_PSNR: 26.8191, Adjust_LPIPS: 0.1184, Adjust_SSIM: 0.8615, PSNR: 23.7828, LPIPS: 0.1222, SSIM: 0.8491
44200_G.pthheat: 0.0000, Adjust_PSNR: 26.4345, Adjust_LPIPS: 0.1255, Adjust_SSIM: 0.8565, PSNR: 23.1362, LPIPS: 0.1291, SSIM: 0.8443
44300_G.pthheat: 0.0000, Adjust_PSNR: 26.7379, Adjust_LPIPS: 0.1222, Adjust_SSIM: 0.8599, PSNR: 23.2340, LPIPS: 0.1275, SSIM: 0.8466
44400_G.pthheat: 0.0000, Adjust_PSNR: 26.6674, Adjust_LPIPS: 0.1191, Adjust_SSIM: 0.8623, PSNR: 23.3568, LPIPS: 0.1245, SSIM: 0.8492
44500_G.pthheat: 0.0000, Adjust_PSNR: 26.6435, Adjust_LPIPS: 0.1207, Adjust_SSIM: 0.8638, PSNR: 23.0051, LPIPS: 0.1276, SSIM: 0.8488
44600_G.pthheat: 0.0000, Adjust_PSNR: 26.4330, Adjust_LPIPS: 0.1282, Adjust_SSIM: 0.8579, PSNR: 23.6686, LPIPS: 0.1308, SSIM: 0.8467
44700_G.pthheat: 0.0000, Adjust_PSNR: 26.7023, Adjust_LPIPS: 0.1207, Adjust_SSIM: 0.8603, PSNR: 23.6545, LPIPS: 0.1241, SSIM: 0.8480
44800_G.pthheat: 0.0000, Adjust_PSNR: 26.7128, Adjust_LPIPS: 0.1245, Adjust_SSIM: 0.8619, PSNR: 23.6800, LPIPS: 0.1286, SSIM: 0.8496
44900_G.pthheat: 0.0000, Adjust_PSNR: 26.6870, Adjust_LPIPS: 0.1253, Adjust_SSIM: 0.8606, PSNR: 23.3844, LPIPS: 0.1293, SSIM: 0.8471
45000_G.pthheat: 0.0000, Adjust_PSNR: 26.6439, Adjust_LPIPS: 0.1201, Adjust_SSIM: 0.8608, PSNR: 23.3641, LPIPS: 0.1262, SSIM: 0.8447
45100_G.pthheat: 0.0000, Adjust_PSNR: 26.4920, Adjust_LPIPS: 0.1246, Adjust_SSIM: 0.8581, PSNR: 23.2915, LPIPS: 0.1286, SSIM: 0.8446
45200_G.pthheat: 0.0000, Adjust_PSNR: 26.5503, Adjust_LPIPS: 0.1265, Adjust_SSIM: 0.8596, PSNR: 23.1102, LPIPS: 0.1300, SSIM: 0.8462
45300_G.pthheat: 0.0000, Adjust_PSNR: 26.7998, Adjust_LPIPS: 0.1234, Adjust_SSIM: 0.8612, PSNR: 23.5305, LPIPS: 0.1270, SSIM: 0.8480
45400_G.pthheat: 0.0000, Adjust_PSNR: 26.5969, Adjust_LPIPS: 0.1247, Adjust_SSIM: 0.8573, PSNR: 23.5856, LPIPS: 0.1275, SSIM: 0.8464
45500_G.pthheat: 0.0000, Adjust_PSNR: 26.5591, Adjust_LPIPS: 0.1253, Adjust_SSIM: 0.8597, PSNR: 23.2191, LPIPS: 0.1299, SSIM: 0.8454
45600_G.pthheat: 0.0000, Adjust_PSNR: 26.6940, Adjust_LPIPS: 0.1220, Adjust_SSIM: 0.8603, PSNR: 23.4051, LPIPS: 0.1272, SSIM: 0.8466
45700_G.pthheat: 0.0000, Adjust_PSNR: 26.6466, Adjust_LPIPS: 0.1264, Adjust_SSIM: 0.8578, PSNR: 23.4961, LPIPS: 0.1289, SSIM: 0.8465
45800_G.pthheat: 0.0000, Adjust_PSNR: 26.7046, Adjust_LPIPS: 0.1252, Adjust_SSIM: 0.8609, PSNR: 23.1572, LPIPS: 0.1298, SSIM: 0.8476
45900_G.pthheat: 0.0000, Adjust_PSNR: 26.5947, Adjust_LPIPS: 0.1249, Adjust_SSIM: 0.8569, PSNR: 23.1965, LPIPS: 0.1291, SSIM: 0.8441
46000_G.pthheat: 0.0000, Adjust_PSNR: 26.5917, Adjust_LPIPS: 0.1222, Adjust_SSIM: 0.8594, PSNR: 23.2393, LPIPS: 0.1255, SSIM: 0.8470
